"loc","lat","long","basin","huc12","state","county","ecoregion3","ecoregion4","eco4","gridcode","catchkm2","fid","bfi","elev","roaddens","storder","flow","slope","huc08","fish.rich"
"RV_08_3149",30.842704,-81.976809,"St. Marys (08)","030702040901","Georgia","Charlton","Southern Coastal Plain","75f","Sea Island Flatwoods",2474234,4.2426,18256951,31,25.3804963937208,3.97176053219611,1,-1.23219533591203,0.00847915,"03070204",54
"RV_09_3325",30.761925,-83.003909,"Suwannee (09)","031102021204","Georgia","Echols","Southern Coastal Plain","75e","Okefenokee Plains",2500471,6.0381,2016534,41.4176479356089,48.5797734386645,2.08047940281711,1,-1.01596627516522,0.00380325,"03110202",47
"RV_09_3326",31.644154,-83.183455,"Suwannee (09)","031102020603","Georgia","Irwin","Southeastern Plains","65l","Atlantic Southern Loam Plains",2500079,0.6876,2008660,39,96.9390837696335,1.64307766528796,2,-0.768142963407187,0.00127324,"03110202",47
"RV_09_3329",31.63283,-83.705215,"Suwannee (09)","031102040103","Georgia","Turner","Southeastern Plains","65h","Tifton Upland",2503898,4.4271,2142787,47.0731856068307,111.348393982517,1.75805452565969,3,-0.392134136859801,0.00152268,"03110204",23
"RV_09_3330",31.921041,-83.674481,"Suwannee (09)","031102020201","Georgia","Crisp","Southeastern Plains","65h","Tifton Upland",2500396,2.8377,2007390,50.5429749444973,118.158778940691,2.1905398361275,2,-0.657702521423233,0.00176377,"03110202",47
"RV_09_3332",31.624119,-83.586195,"Suwannee (09)","031102020303","Georgia","Turner","Southeastern Plains","65h","Tifton Upland",2500363,1.2861,2008742,45,105.2633310007,0.906829305402379,3,-0.264066888601711,0.0009754,"03110202",47
"RV_09_3333",31.616525,-83.67894,"Suwannee (09)","031102040103","Georgia","Turner","Southeastern Plains","65h","Tifton Upland",2504544,4.3893,2142793,46.8759483288907,113.713344269018,1.65903469143531,1,-1.0854080977751,0.00482484,"03110204",23
"RV_09_3334",31.567563,-83.320575,"Suwannee (09)","031102020501","Georgia","Irwin","Southeastern Plains","65l","Atlantic Southern Loam Plains",2499793,0.8586,2009050,39.1289308176101,97.26928721174,0.793650688240042,3,-0.25252068422462,0.00199651,"03110202",47
"RV_09_3336",31.392477,-83.19292,"Suwannee (09)","031102020403","Georgia","Berrien","Southeastern Plains","65l","Atlantic Southern Loam Plains",2500636,1.6218,2013860,39.8934517203108,74.6368423973363,1.84289790165927,3,-0.563653594597864,0.00129879,"03110202",47
"RV_09_3337",31.004799,-83.054132,"Suwannee (09)","031102021201","Georgia","Lanier","Southern Coastal Plain","75e","Okefenokee Plains",2502098,6.8454,2014112,37.0063108072574,56.684124375493,1.68298794981593,1,-0.828541666875174,0.00346777,"03110202",47
"RV_09_3338",30.832951,-83.16885,"Suwannee (09)","031102020903","Georgia","Lowndes","Southern Coastal Plain","75e","Okefenokee Plains",2500545,10.5642,2016492,43.3277389674561,60.1173845629579,1.37332234556142,1,-0.784752526206996,0.00219764,"03110202",47
"RV_09_3339",31.236158,-83.091984,"Suwannee (09)","031102020702","Georgia","Berrien","Southern Coastal Plain","75e","Okefenokee Plains",2501901,2.6397,2013912,35.0272758267985,67.367105352881,1.88468639568701,2,-0.729994022045773,0.00197434,"03110202",47
"RV_09_3341",31.956081,-83.67088,"Suwannee (09)","031102020201","Georgia","Crisp","Southeastern Plains","65h","Tifton Upland",2501243,5.0634,2007370,51.4827586206897,123.227278706008,1.47424341398685,2,-0.826145211365221,0.00221318,"03110202",47
"RV_09_3342",30.701259,-83.398782,"Suwannee (09)","031102030804","Georgia","Lowndes","Southeastern Plains","65o","Tallahassee Hills/Valdosta Limesink",2502716,13.8546,2067224,47.130115629466,47.8756418084968,0.803882291516175,1,-0.643998118054597,0.00302155,"03110203",54
"RV_09_3343",31.549663,-83.281717,"Suwannee (09)","031102020503","Georgia","Irwin","Southeastern Plains","65l","Atlantic Southern Loam Plains",2501082,1.2132,2009180,39,95.6318768545994,1.34027605771513,2,-0.970234302068746,0.00297082,"03110202",47
"RV_09_3344",30.89683,-83.004885,"Suwannee (09)","031102021202","Georgia","Lanier","Southern Coastal Plain","75e","Okefenokee Plains",2500443,3.1806,2016456,38,48.1186191284663,2.8025736904584,1,-0.575799290718274,0.00492753,"03110202",47
"RV_09_3346",31.645905,-83.477765,"Suwannee (09)","031102020302","Georgia","Irwin","Southeastern Plains","65l","Atlantic Southern Loam Plains",2500823,3.7584,2008612,42,97.4469899425288,1.2513843339751,3,-0.34874934741611,0.00218245,"03110202",47
"RV_09_3347",31.747156,-83.509951,"Suwannee (09)","031102020205","Georgia","Turner","Southeastern Plains","65h","Tifton Upland",2500615,1.2222,2009604,43.0957290132548,91.8695655375552,1.03471006385125,2,-0.644594490322449,0.00136341,"03110202",47
"RV_09_3349",30.838253,-83.314365,"Suwannee (09)","031102030404","Georgia","Lowndes","Southeastern Plains","65h","Tifton Upland",2503092,3.7881,2066916,43,61.4956759325255,5.45048718764552,1,-1.17873996916762,0.00719608,"03110203",54
"RV_09_3350",31.097543,-82.943478,"Suwannee (09)","031102010301","Georgia","Clinch","Southern Coastal Plain","75e","Okefenokee Plains",2499186,15.0741,1996710,35.0930801838916,60.2953955460027,1.64294670191056,1,-0.227228099933594,0.00078216,"03110201",57
"RV_09_3351",31.116545,-83.193131,"Suwannee (09)","031102030301","Georgia","Berrien","Southeastern Plains","65h","Tifton Upland",2503479,3.087,2064640,36,64.991583090379,2.18329420885714,1,-1.28031484423185,0.00225774,"03110203",54
"RV_09_3352",31.279647,-83.060019,"Suwannee (09)","031102020701","Georgia","Berrien","Southern Coastal Plain","75e","Okefenokee Plains",2502302,11.9511,2013888,36.7421492582273,71.5986113412154,1.19083515472551,1,-0.744225655603223,0.00156328,"03110202",47
"RV_09_3353",31.946136,-83.553616,"Suwannee (09)","031102020102","Georgia","Wilcox","Southeastern Plains","65h","Tifton Upland",2501348,1.2537,2009488,50,107.347796123475,3.59776161372577,2,-0.589630894933714,0.00170854,"03110202",47
"RV_09_3356",30.668934,-83.422086,"Suwannee (09)","031102030804","Georgia","Brooks","Southeastern Plains","65o","Tallahassee Hills/Valdosta Limesink",2503210,41.1552,2067236,46.5115027991603,45.0600474545136,1.46420277782886,1,-0.205592371768595,0.0019548,"03110203",54
"RV_09_3357",31.789202,-83.657379,"Suwannee (09)","031102020204","Georgia","Turner","Southeastern Plains","65h","Tifton Upland",2500917,3.1941,2007934,51.9506903353057,111.101823048746,1.4309562983122,2,-0.934431123724115,0.00303797,"03110202",47
"RV_09_3359",31.554293,-83.814331,"Suwannee (09)","031102040301","Georgia","Worth","Southeastern Plains","65h","Tifton Upland",2504184,0.5391,2142919,49.10183639399,114.275642737896,1.78308123439065,3,-0.480475802646285,0.00090909,"03110204",23
"RV_09_3360",31.753661,-83.555827,"Suwannee (09)","031102020205","Georgia","Turner","Southeastern Plains","65h","Tifton Upland",2501376,5.2479,2009598,45.3932430114903,102.2614302864,1.49556414467844,3,-0.499747159553622,0.00174667,"03110202",47
"RV_10_3426",30.733349,-84.081077,"Ochlockonee (10)","031200010101","Georgia","Thomas","Southeastern Plains","65o","Tallahassee Hills/Valdosta Limesink",2507110,14.7978,10317370,45.8426590439119,69.0960242063009,1.55672641059482,1,-0.699089615082988,0.00762287,"03120001",59
"RV_10_3429",30.749101,-84.573043,"Ochlockonee (10)","031200030206","Georgia","Decatur","Southeastern Plains","65h","Tifton Upland",2518155,6.1056,10363248,48.9802476415094,77.2174469339623,1.2692841028464,2,-0.457662495267657,0.00346397,"03120003",71
"RV_10_4987",30.637501,-83.805527,"Ochlockonee (10)","031101030201","Florida","Jefferson (FL)","Southeastern Plains","65o","Tallahassee Hills/Valdosta Limesink",2499099,1.4139,2284975,47,38.1747994907702,0.533594216304901,1,-0.496378868105228,0.00300991,"03110103",56
"RV_10_4988",30.739974,-83.851555,"Ochlockonee (10)","031101030201","Georgia","Thomas","Southeastern Plains","65o","Tallahassee Hills/Valdosta Limesink",2499391,6.0912,2285107,43,57.0688430851064,2.09416767798463,1,-0.921410167550638,0.00542265,"03110103",56
"RV_10_4989",30.795108,-83.904104,"Ochlockonee (10)","031101030102","Georgia","Thomas","Southeastern Plains","65o","Tallahassee Hills/Valdosta Limesink",2498940,9.9495,2284871,42,53.3274581637268,0.849962219569426,2,-0.172786217726132,0.00194712,"03110103",56
"RV_11_3772",32.107564,-84.243695,"Flint (11)","031300070704","Georgia","Sumter","Southeastern Plains","65k","Coastal Plain Red Uplands",2531834,8.1072,6457377,59.8763321492007,131.579588143872,1.39189043655639,2,-0.503416066185356,0.00298027,"03130007",45
"RV_11_3774",31.916283,-84.441237,"Flint (11)","031300070404","Georgia","Terrell","Southeastern Plains","65k","Coastal Plain Red Uplands",2532710,0.2493,6459769,60,100.085703971119,1.13540822719495,3,-0.578306986097042,0.00097183,"03130007",45
"RV_11_3776",32.541727,-84.099736,"Flint (11)","031300051408","Georgia","Taylor","Southeastern Plains","65c","Sand Hills",2527053,0.9954,6420944,55,120.862848101266,2.2633775023689,2,-0.612146372767834,0.00317223,"03130005",51
"RV_11_3782",32.083889,-84.613247,"Flint (11)","031300070201","Georgia","Webster","Southeastern Plains","65c","Sand Hills",2532228,2.3868,6457505,58,139.246417797888,2.39698663010181,2,-0.782063850147752,0.00372421,"03130007",45
"RV_11_3787",31.033847,-84.893411,"Flint (11)","031300100702","Georgia","Seminole","Southeastern Plains","65g","Dougherty Plain",2535033,1.665,3516632,56.7043243243243,41.8353135135135,5.23001157277297,3,-0.148316711613493,0.00004648,"03130010",41
"RV_11_3792",31.943333,-83.886667,"Flint (11)","031300060611","Georgia","Crisp","Southeastern Plains","65g","Dougherty Plain",2531518,2.2437,6444914,58.864019253911,79.8274247894104,1.10584429050943,2,-0.584687575051532,0.00251061,"03130006",56
"RV_11_3794",32.276117,-83.945991,"Flint (11)","031300060303","Georgia","Macon","Southeastern Plains","65k","Coastal Plain Red Uplands",2530125,7.7697,6442200,55.8633151859145,107.146830765667,1.02011720901888,2,-0.218374910835869,0.00180434,"03130006",56
"RV_11_3802",32.124853,-83.885342,"Flint (11)","031300060406","Georgia","Dooly","Southeastern Plains","65g","Dougherty Plain",2531230,3.9627,6442400,54.0931183284125,95.6320554167613,1.65969619089257,2,-1.08630725851431,0.00306411,"03130006",56
"RV_11_3805",32.232143,-83.797141,"Flint (11)","031300060401","Georgia","Dooly","Southeastern Plains","65g","Dougherty Plain",2530322,1.8558,6442230,53,117.707153249273,1.95052632478661,2,-0.79345459719085,0.00273794,"03130006",56
"RV_11_3806",32.180517,-83.869947,"Flint (11)","031300060407","Georgia","Dooly","Southeastern Plains","65g","Dougherty Plain",2530141,14.9706,6442312,52.5776722375857,110.722677047012,1.45671250899964,1,-0.793836932352354,0.00280225,"03130006",56
"RV_11_3809",31.968521,-84.544703,"Flint (11)","031300070402","Georgia","Webster","Southeastern Plains","65k","Coastal Plain Red Uplands",2532508,0.5148,6460593,60,122.619947552448,0.564970385153846,2,-0.745866568696035,0.00722891,"03130007",45
"RV_11_3812",32.127686,-84.252338,"Flint (11)","031300070704","Georgia","Sumter","Southeastern Plains","65k","Coastal Plain Red Uplands",2531298,2.8107,6457249,59.1300032020493,129.934076208774,0.756698866836375,3,-0.501382628915762,0.0022537,"03130007",45
"RV_11_3813",32.088891,-83.795173,"Flint (11)","031300060404","Georgia","Dooly","Southeastern Plains","65l","Atlantic Southern Loam Plains",2529568,8.4861,6442462,53.7379361544172,102.561003287729,5.19569424301623,3,-0.322801677727961,0.0013258,"03130006",56
"RV_11_3821",32.39114,-83.978676,"Flint (11)","031300060101","Georgia","Macon","Southeastern Plains","65k","Coastal Plain Red Uplands",2530350,2.3706,6442032,55.8561123766135,120.928428246014,1.14915253477601,3,-0.395086772360755,0.00133976,"03130006",56
"RV_11_3825",32.079413,-84.231251,"Flint (11)","031300070801","Georgia","Sumter","Southeastern Plains","65k","Coastal Plain Red Uplands",2532579,8.7057,6458169,59.3922257831076,124.243858161894,8.49256324056653,1,-0.604164627648466,0.00313344,"03130007",45
"RV_11_3826",31.562986,-84.508669,"Flint (11)","031300090805","Georgia","Calhoun","Southeastern Plains","65g","Dougherty Plain",2534196,2.1969,6469570,56.3887750921753,72.6904096681688,1.01371840618189,3,-0.744225655603223,0.00254092,"03130009",56
"RV_11_3827",31.106369,-84.872147,"Flint (11)","031300100601","Georgia","Miller","Southeastern Plains","65g","Dougherty Plain",2535486,5.7231,3516578,57,52.8193851234471,1.83953120619594,2,-0.592845595607215,0.00196675,"03130010",41
"RV_11_3828",31.035169,-84.9009,"Flint (11)","031300100702","Georgia","Seminole","Southeastern Plains","65g","Dougherty Plain",2534975,20.7009,3516634,56.9780009564802,49.9688452675971,1.77446782782488,1,-0.514894134039594,0.00105041,"03130010",41
"RV_11_3829",31.995368,-83.758703,"Flint (11)","031300060604","Georgia","Crisp","Southeastern Plains","65g","Dougherty Plain",2531507,0.9738,6444798,52.8835489833641,95.1537245841035,3.07291412728281,2,-1.12833046569002,0.00196586,"03130006",56
"RV_11_3830",32.019523,-83.772105,"Flint (11)","031300060604","Georgia","Crisp","Southeastern Plains","65g","Dougherty Plain",2530972,3.8403,6442578,53,98.6772697445512,1.39939992081322,2,-0.673764021898696,0.00191729,"03130006",56
"RV_11_3831",32.003576,-84.503482,"Flint (11)","031300070302","Georgia","Webster","Southeastern Plains","65k","Coastal Plain Red Uplands",2532565,0.7893,6458003,60,126.060843785633,1.38208152380844,2,-0.851512063438768,0.00001,"03130007",45
"RV_11_3832",32.160095,-83.747764,"Flint (11)","031300060405","Georgia","Dooly","Southeastern Plains","65l","Atlantic Southern Loam Plains",2531186,1.5075,6442334,53,119.582029850746,1.55007964641194,1,-1.75837511441334,0.00474787,"03130006",56
"RV_11_3833",31.534719,-84.640561,"Flint (11)","031300090504","Georgia","Calhoun","Southeastern Plains","65g","Dougherty Plain",2534224,1.4643,6469662,58,74.5980147510756,1.40008250519975,1,-1.66771405068229,0.00595607,"03130009",56
"RV_11_3834",32.147612,-83.787201,"Flint (11)","031300060403","Georgia","Dooly","Southeastern Plains","65l","Atlantic Southern Loam Plains",2530783,12.3579,6442690,53,115.158641031243,2.44052637823174,1,-0.87604281413618,0.00305575,"03130006",56
"RV_11_3836",31.543541,-84.113682,"Flint (11)","031300080101","Georgia","Dougherty","Southeastern Plains","65g","Dougherty Plain",2533143,61.1856,933130034,52.4165244763474,69.5209811132031,2.53412514557279,2,-0.0506805402197718,0.00189666,"03130008",57
"RV_12_4311",33.831389,-84.3425,"Chattahoochee (12)","031300011201","Georgia","DeKalb","Piedmont","45b","Southern Outer Piedmont",2521044,6.2001,2047971,47,276.402014806213,9.15473430979823,3,0.198405879958695,0.00131559,"03130001",42
"RV_12_4315",32.029467,-84.705933,"Chattahoochee (12)","031300031501","Georgia","Stewart","Southeastern Plains","65d","Southern Hilly Gulf Coastal Plain",2525863,4.59,3433934,57.7896078431373,142.295121568627,0.954927027668627,2,-0.530797228089952,0.00312298,"03130003",77
"RV_12_4325",33.953889,-84.443056,"Chattahoochee (12)","031300011103","Georgia","Cobb","Piedmont","45a","Southern Inner Piedmont",2519384,7.0902,2047815,47.1162731657781,296.750328763646,7.05838724068291,3,0.178852855947197,0.00601822,"03130001",42
"RV_12_4327",33.802778,-84.340833,"Chattahoochee (12)","031300011202","Georgia","DeKalb","Piedmont","45b","Southern Outer Piedmont",2520841,9.2322,2048013,46.7199259114837,272.334573016183,8.3036951574381,3,0.10452259199533,0.00177253,"03130001",42
"RV_12_4331",32.116831,-85.011594,"Chattahoochee (12)","031300030903","Georgia","Stewart","Southeastern Plains","65d","Southern Hilly Gulf Coastal Plain",2512250,3.8133,3437220,54,91.5855392966722,2.02241750384706,2,-0.759080710802351,0.00902735,"03130003",77
"RV_14_4812",34.469884,-85.466857,"Coosa (14)","031501050501","Georgia","Chattooga","Ridge and Valley","67f","Southern Limestone/Dolomite Valleys and Low Rolling Hills",2565176,9.6705,15820413,40.189855746859,238.490697068404,1.99015474792927,2,-0.328187981919369,0.00224661,"03150105",70
"RV_14_4831",34.639854,-84.574449,"Coosa (14)","031501020402","Georgia","Gilmer","Blue Ridge","66g","Southern Metasedimentary Mountains",2559689,0.8397,6478345,58,409.823644158628,3.58691135352626,2,-0.392619789112705,0.00821656,"03150102",68
"RV_14_4836",34.122871,-84.978851,"Coosa (14)","031501041407","Georgia","Bartow","Ridge and Valley","67f","Southern Limestone/Dolomite Valleys and Low Rolling Hills",2561595,2.7441,6497854,48,224.716031485733,3.01299280260413,2,-0.541190374125775,0.00275845,"03150104",76
"RV_14_4840",34.071508,-85.3582,"Coosa (14)","031501050106","Georgia","Polk","Ridge and Valley","67f","Southern Limestone/Dolomite Valleys and Low Rolling Hills",2564357,11.7126,15822393,43.9638082065468,239.998593053635,2.32713441873367,3,-0.123433529491134,0.00434647,"03150105",70
"RV_14_4844",34.483889,-84.547512,"Coosa (14)","031501020505","Georgia","Pickens","Blue Ridge","66g","Southern Metasedimentary Mountains",2558813,3.9456,6480117,61.0670620437956,355.750912408759,2.6142873607208,2,-0.726573326830468,0.00893552,"03150102",68
"RV_14_4856",34.410488,-84.401162,"Coosa (14)","031501040502","Georgia","Pickens","Blue Ridge","66g","Southern Metasedimentary Mountains",2561544,7.5609,6495974,65.762528270444,372.000697536008,3.44939968804904,2,-0.383008453955926,0.00675489,"03150104",76
"RV_14_4867",34.402438,-84.429761,"Coosa (14)","031501040502","Georgia","Pickens","Blue Ridge","66g","Southern Metasedimentary Mountains",2561465,2.2059,6495964,64.0126478988168,357.520057119543,2.47496035842105,3,0.11716530054673,0.00261807,"03150104",76
"RV_14_4878",34.508961,-84.505803,"Coosa (14)","031501020502","Georgia","Pickens","Blue Ridge","66g","Southern Metasedimentary Mountains",2558763,0.4023,6479175,63,349.262281879195,4.06258385400447,3,0.0378206386639445,0.00351724,"03150102",68
"RV_14_4882",34.760221,-84.823771,"Coosa (14)","031501010210","Georgia","Murray","Ridge and Valley","67f","Southern Limestone/Dolomite Valleys and Low Rolling Hills",2557822,3.0348,12193770,51.4439501779359,219.51740510083,3.18343622345789,1,-0.746689356088147,0.00264003,"03150101",81
"RV_14_4886",34.559286,-84.620473,"Coosa (14)","031501020508","Georgia","Gilmer","Blue Ridge","66g","Southern Metasedimentary Mountains",2559455,0.5265,6478873,57.2102564102564,311.545384615385,0.889401250618803,2,-0.622540589493521,0.02038175,"03150102",68
"RV_14_4887",34.571012,-85.533332,"Coosa (14)","031501050702","Georgia","Chattooga","Southwestern Appalachians ","68d","Southern Table Plateau",2564468,2.7594,15819271,38.0094585779517,528.298483365949,1.32326885207436,1,-1.0606760101347,0.02167143,"03150105",70
"RV_14_4888",33.865661,-85.471597,"Coosa (14)","031501050902","Alabama","Cleburne (AL)","Piedmont","45d","Talledega Upland",2564403,3.8781,15824851,46.8751450452541,306.900575539568,1.79644510642608,2,-0.470878759732006,0.00502165,"03150105",70
"RV_14_4889",34.674951,-85.519532,"Coosa (14)","031501050703","Georgia","Dade","Southwestern Appalachians ","68d","Southern Table Plateau",2566255,9.2043,15819051,38.4367849809328,572.025578370979,0.896809256052606,2,-0.193213703153599,0.00535786,"03150105",70
"RV_14_4893",34.346133,-84.24134,"Coosa (14)","031501040301","Georgia","Dawson","Blue Ridge","66g","Southern Metasedimentary Mountains",2561730,2.61,6498530,65,350.239824137931,1.42947919138621,3,0.00405497618256328,0.01288299,"03150104",76
"RV_15_4956",34.8916,-85.315408,"Tennessee (15)","060200010904","Georgia","Walker","Ridge and Valley","67f","Southern Limestone/Dolomite Valleys and Low Rolling Hills",2791142,1.1367,19697973,40,266.459334916865,3.35724998275534,2,-0.831868972802935,0.0111301,"06020001",105
"RV_15_4981",34.904708,-85.066778,"Tennessee (15)","060200010703","Georgia","Catoosa","Ridge and Valley","67g","Southern Shale Valleys",2792495,0.5706,19697833,41,254.05547318612,2.35023653940063,2,-0.906580881385642,0.00561122,"06020001",105
"RV_01_240",32.67461,-81.46906,"Savannah (01)","030601090104","Georgia","Screven","Southern Coastal Plain","75f","Sea Island Flatwoods",2339456,12.5667,20103925,57.0111723841581,28.1154787653083,2.10696826476402,3,-0.230874940504574,0.00176311,"03060109",61
"RV_01_244",34.95895,-83.57158,"Savannah (01)","030601020101","Georgia","Towns","Blue Ridge","66d","Southern Crystaline Ridges and Mountains",2328238,4.6449,6267588,64.1728347219531,925.201893043984,0.338683159471033,1,-0.527345973200063,0.0381385,"03060102",51
"RV_01_249",32.487298,-81.384894,"Savannah (01)","030601090202","Georgia","Effingham","Southern Coastal Plain","75f","Sea Island Flatwoods",2339116,18.0891,20106727,50.0103487735708,35.4252485198269,1.82914188671576,1,-0.596812666470215,0.00195695,"03060109",61
"RV_01_251",32.536355,-81.444152,"Savannah (01)","030601090201","Georgia","Effingham","Southern Coastal Plain","75f","Sea Island Flatwoods",2339656,17.1306,20103995,52.3930860565304,38.5615729746769,1.51147968114427,1,-0.79652274475842,0.00134682,"03060109",61
"RV_01_256",32.379418,-81.309695,"Savannah (01)","030601090203","Georgia","Effingham","Southern Coastal Plain","75f","Sea Island Flatwoods",2339938,5.508,20106813,43.4875816993464,20.4442418300654,5.76565324851307,3,-0.306359544423696,0.00215798,"03060109",61
"RV_01_261",34.88574,-83.55861,"Savannah (01)","030601020103","Georgia","Rabun","Blue Ridge","66d","Southern Crystaline Ridges and Mountains",2328592,3.1662,6267842,65.7271176805003,675.425486071632,1.12612872231381,2,-0.328947948320878,0.02796725,"03060102",51
"RV_01_263",34.96723,-83.13577,"Savannah (01)","030601020204","Georgia","Rabun","Blue Ridge","66d","Southern Crystaline Ridges and Mountains",2328860,2.1645,6267612,66.352182952183,755.202332640333,1.25167418182952,2,-0.307231897258922,0.03672372,"03060102",51
"RV_01_265",32.568185,-81.416565,"Savannah (01)","030601090201","Georgia","Effingham","Southern Coastal Plain","75f","Sea Island Flatwoods",2338889,2.5218,20103697,55.5431834403997,35.5638044254104,1.94633392867951,2,-0.548520776701437,0.00150292,"03060109",61
"RV_01_273",32.42294,-81.37084,"Savannah (01)","030601090202","Georgia","Effingham","Southern Coastal Plain","75f","Sea Island Flatwoods",2339219,12.6333,20106773,48.6886799173613,32.3106340386122,1.56956841074304,2,-0.320043424826019,0.00181521,"03060109",61
"RV_02_16395",32.0443,-81.61939,"Ogeechee (02)","030602030602","Georgia","Bryan","Southern Coastal Plain","75f","Sea Island Flatwoods",2344951,12.3516,9923668,36.8520839405421,18.2669717283591,1.33053711631449,2,-0.74109779705895,0.00087847,"03060203",37
"RV_02_2816",32.02526,-81.80991,"Ogeechee (02)","030701050403","Georgia","Tattnall","Southeastern Plains","65l","Atlantic Southern Loam Plains",2344106,3.357,9923694,35,33.719308310992,1.88727341410992,3,-0.752214805708523,0.00268945,"03070105",32
"RV_02_449",32.20444,-81.64517,"Ogeechee (02)","030602020503","Georgia","Bulloch","Southern Coastal Plain","75f","Sea Island Flatwoods",2342849,5.9589,9944092,39.8685999093792,27.2979685848059,1.24243016891859,3,-0.603621234606985,0.00091948,"03060202",55
"RV_02_455",32.07459,-81.2402,"Ogeechee (02)","030602040203","Georgia","Chatham","Southern Coastal Plain","75f","Sea Island Flatwoods",2346300,8.91,6313991,42.2812121212121,3.33975555555556,2.8023185559899,3,-0.294157596709518,0.00007184,"03060204",30
"RV_02_456",33.03749,-82.72491,"Ogeechee (02)","030602010502","Georgia","Washington","Southeastern Plains","65k","Coastal Plain Red Uplands",2340406,0.792,9958292,50,114.715136363636,2.68238672627273,3,-0.410158783519581,0.00201168,"03060201",48
"RV_02_458",32.21969,-81.69315,"Ogeechee (02)","030602020502","Georgia","Bulloch","Southern Coastal Plain","75f","Sea Island Flatwoods",2343551,8.2026,9944094,38.6492209787141,33.8131764318631,1.73177916849901,2,-0.475779482098801,0.00115415,"03060202",55
"RV_02_462",32.440012,-81.579074,"Ogeechee (02)","030602020403","Georgia","Bulloch","Southeastern Plains","65l","Atlantic Southern Loam Plains",2342685,3.7935,9944632,50.0740213523132,25.6182941874259,3.1304110111032,4,0.329749463546756,0.00097196,"03060202",55
"RV_02_463",32.15473,-81.56213,"Ogeechee (02)","030602020506","Georgia","Bryan","Southern Coastal Plain","75f","Sea Island Flatwoods",2342712,15.534,9944872,36.9995365005794,20.1858499420626,1.89256364312283,3,-0.616599676109839,0.00056253,"03060202",55
"RV_02_464",31.887083,-81.649889,"Ogeechee (02)","030602030506","Georgia","Liberty","Southern Coastal Plain","75f","Sea Island Flatwoods",2344102,1.7028,9927748,33.4841437632135,18.1386627906977,2.70619815039641,2,-0.492462819899922,0.001246,"03060203",37
"RV_02_466",31.74299,-81.56937,"Ogeechee (02)","030602040401","Georgia","Liberty","Southern Coastal Plain","75j","Sea Islands/Coastal Marsh",2348348,42.3468,166741920,31.6459449120122,7.48157379069965,1.93204538655105,2,-0.345222368532324,0.00021,"03060204",30
"RV_02_467",32.2715,-81.55753,"Ogeechee (02)","030602020505","Georgia","Bulloch","Southern Coastal Plain","75f","Sea Island Flatwoods",2342721,21.6801,9944734,45.1496118560339,27.557263481257,1.3601148988418,2,-0.42853496313568,0.00109415,"03060202",55
"RV_02_469",31.9349,-81.32366,"Ogeechee (02)","030602040301","Georgia","Bryan","Southern Coastal Plain","75f","Sea Island Flatwoods",2342736,48.5838,9947056,36,3.87654570041866,3.63590109637308,1,-0.128727262868749,0.00013064,"03060204",30
"RV_02_480",32.25568,-81.68262,"Ogeechee (02)","030602020502","Georgia","Bulloch","Southern Coastal Plain","75f","Sea Island Flatwoods",2343254,8.739,9944760,40.9879505664264,32.0105808444902,1.87106163110196,2,-0.403008192907394,0.00159817,"03060202",55
"RV_02_481",32.16098,-81.55149,"Ogeechee (02)","030602020506","Georgia","Bryan","Southern Coastal Plain","75f","Sea Island Flatwoods",2342712,15.534,9944872,36.9995365005794,20.1858499420626,1.89256364312283,3,-0.616599676109839,0.00056253,"03060202",55
"RV_02_482",31.97299,-81.66118,"Ogeechee (02)","030602030507","Georgia","Liberty","Southern Coastal Plain","75f","Sea Island Flatwoods",2345898,5.274,9927686,34,20.2671126279864,1.43398471887543,1,-1.33231826314271,0.00091942,"03060203",37
"RV_02_483",31.99054,-81.38589,"Ogeechee (02)","030602030606","Georgia","Bryan","Southern Coastal Plain","75f","Sea Island Flatwoods",2344411,1.4958,9927638,36,2.71321299638989,1.09433022609507,2,-0.871628092696447,0.00001,"03060203",37
"RV_02_484",32.05754,-81.6805,"Ogeechee (02)","030602030602","Georgia","Bryan","Southern Coastal Plain","75f","Sea Island Flatwoods",2345886,15.5754,9922768,35.0080896798798,22.9974136137756,1.13834981308795,1,-0.881718730681963,0.00134054,"03060203",37
"RV_02_485",32.16063,-81.56036,"Ogeechee (02)","030602020506","Georgia","Bryan","Southern Coastal Plain","75f","Sea Island Flatwoods",2343527,2.1915,9944854,37.7770020533881,19.7970472279261,1.51631095113347,3,-0.708477779203569,0.00127962,"03060202",55
"RV_02_486",32.058694,-81.571111,"Ogeechee (02)","030602030604","Georgia","Bryan","Southern Coastal Plain","75f","Sea Island Flatwoods",2344282,2.4138,9923638,36.2002237136465,19.0651304996271,1.04052057477629,2,-0.752006327674964,0.00074932,"03060203",37
"RV_02_487",31.89801,-81.70451,"Ogeechee (02)","030602030505","Georgia","Liberty","Southern Coastal Plain","75f","Sea Island Flatwoods",2345712,0.6912,9927728,34,17.7019140625,1.54042220770833,2,-0.781394273940236,0.00042081,"03060203",37
"RV_02_488",31.89725,-81.773778,"Ogeechee (02)","030602030504","Georgia","Long","Southern Coastal Plain","75f","Sea Island Flatwoods",2346622,17.622,9927334,34,26.5950960163432,1.25741312827886,1,-0.840896885950171,0.00174156,"03060203",37
